"day","month","year","precip_intensity_max","precip_intensity_avg","precip_type","wind_speed_max","wind_speed_avg","gust_max","gust_avg","temp_min","temp_max","temp_avg","temp_day","temp_night","humidity"
3,2,2018,0.1336,0.019,"rain",3.27,3.25,10.24,4.03,0.18,2.84,1.58,2.84,-3.1,0.83
4,2,2018,0.0129,5e-04,"rain",7.07,7.05,11.88,7.28,-3.1,-0.07,-1.5,-0.2,-3.27,0.76
5,2,2018,0,0,"no_precip",7.72,7.74,9.97,7.84,-4.58,-1.02,-2.71,-1.02,-5.55,0.74
6,2,2018,0,0,"no_precip",5.84,5.86,6.98,5.88,-5.55,-2.78,-4.15,-2.78,-5.11,0.74
7,2,2018,0,0,"no_precip",3.62,3.65,5.26,3.74,-5.11,-0.01,-2.72,-0.01,-2.83,0.68
8,2,2018,0.0342,0.0014,"snow",4.43,4.45,6.38,4.45,-3.29,1.79,-0.87,1.79,-4.88,0.74
9,2,2018,0.4134,0.0384,"rain",7.53,7.55,16.1,8.82,-5.86,0.35,-3.13,0.35,-1.34,0.85
10,2,2018,0.0767,0.0089,"rain",7.6,7.72,10.73,7.72,-1.34,2.9,0.03,2.9,-1.28,0.78
11,2,2018,0.1528,0.0187,"rain",9.82,9.85,13.63,10.86,-2.03,3.14,0.65,2.32,-2.64,0.76
12,2,2018,0,0,"no_precip",7.27,7.32,11.28,7.82,-2.64,1.83,-0.99,1.83,-4.93,0.71
13,2,2018,0.0165,7e-04,"rain",8.76,8.66,15,9.43,-4.93,-0.13,-2.33,-0.13,-4.6,0.74
14,2,2018,0.115,0.0075,"rain",8.71,8.73,14.27,9.7,-4.6,0.32,-2.25,0.32,-1.99,0.8
15,2,2018,0.1357,0.0176,"rain",6.63,6.7,14.16,6.93,-1.99,7.11,3.02,7.11,-0.69,0.84
16,2,2018,0,0,"no_precip",4.17,4.23,10.02,4.65,-0.88,5.52,2.21,5.52,-1.02,0.74
17,2,2018,0,0,"no_precip",2.73,2.74,3.96,2.8,-1.02,5.78,1.79,5.78,-3.36,0.76
18,2,2018,0,0,"no_precip",3.42,3.44,5.51,3.44,-3.5,5.73,0.78,5.73,-1.66,0.8
19,2,2018,0.1896,0.0453,"rain",5.02,5,6.72,5,-1.81,0.88,-0.21,0.82,-0.88,0.89
20,2,2018,0.134,0.0103,"rain",3.01,3.07,5.74,3.16,-0.51,3.45,1.38,3.45,-1.94,0.88
21,2,2018,0,0,"no_precip",5.27,5.29,8.38,5.45,-2.72,0.6,-1.09,0.6,-5.23,0.75
22,2,2018,0,0,"no_precip",7.31,7.32,15.74,8.18,-5.62,-0.7,-3.18,-0.7,-6.85,0.69
23,2,2018,0,0,"no_precip",7.79,7.79,9.36,7.79,-6.85,-2.91,-4.86,-2.91,-9.05,0.68
24,2,2018,0,0,"no_precip",8.92,8.92,12.12,8.92,-9.05,-0.76,-5.33,-0.76,-9.69,0.6
25,2,2018,0,0,"no_precip",8.51,8.52,10.6,8.6,-9.69,-4.51,-7.05,-4.51,-10.47,0.56
26,2,2018,0,0,"no_precip",8.09,8.08,10.92,8.17,-10.47,-6.52,-8.43,-6.52,-9.91,0.62
27,2,2018,0,0,"no_precip",5.86,5.89,8.05,6.01,-9.91,-6.46,-7.86,-6.46,-12.37,0.59
28,2,2018,0,0,"no_precip",8.45,8.42,14.93,10.34,-14.29,-9.09,-11.55,-9.8,-14.6,0.6
1,3,2018,0,0,"no_precip",11.04,11.05,15.31,12.16,-14.6,-5.82,-11.03,-5.82,-11.63,0.56
2,3,2018,0,0,"no_precip",9.4,9.36,15.76,10.08,-11.85,-7.2,-9.56,-8.68,-9,0.69
3,3,2018,0.1913,0.014,"snow",5.05,5.08,11.21,5.79,-7.17,0.5,-3.55,0.5,-2.01,0.86
4,3,2018,0.4502,0.0891,"rain",4.5,4.53,9.59,5.25,-2.01,4.9,1.05,4.9,-1.14,0.88
5,3,2018,0,0,"no_precip",4.75,4.76,6.02,4.81,-1.14,6.35,2.27,6.35,1.42,0.87
6,3,2018,0,0,"no_precip",3.79,3.8,9.18,4.21,1.41,6.86,3.72,6.86,-0.04,0.85
7,3,2018,0.3648,0.0436,"rain",4.08,4.08,10.23,4.37,-0.04,3.8,1.66,3.8,-0.74,0.89
8,3,2018,0.3956,0.0362,"rain",7.59,7.5,14.89,9.42,-0.74,4.31,1.4,4.31,-0.18,0.8
9,3,2018,0.2807,0.0239,"rain",4.38,4.43,9.65,4.89,-0.18,5.9,3.47,5.9,4.87,0.86
10,3,2018,0.3858,0.0374,"rain",5.14,5.09,7.14,5.09,6.08,12.32,9.38,12.32,4.45,0.87
11,3,2018,0.4042,0.0734,"rain",3.64,3.62,8.96,3.98,4.43,12.67,8.79,12.67,4.39,0.86
12,3,2018,0.1442,0.0075,"rain",6.93,6.9,12.8,7.39,4.39,10.74,6.17,10.47,0.11,0.86
13,3,2018,0.3683,0.0491,"rain",5.97,5.97,9.36,6.07,0.11,4.74,2.54,4.74,-0.83,0.88
14,3,2018,0,0,"no_precip",5.53,5.52,9.59,5.83,-0.83,11.67,5.3,11.67,2.86,0.79
15,3,2018,0.1303,0.0091,"rain",5.69,5.71,11.31,5.83,2.86,5.99,4.34,5.99,3.09,0.82
16,3,2018,0.0545,0.0023,"rain",4.04,4.13,7.52,4.13,0.78,8.02,5.13,8.02,-7.67,0.87
17,3,2018,0,0,"no_precip",10.69,10.63,14.82,11.28,-9.63,0.15,-7.21,-6.55,-9.4,0.8
18,3,2018,0,0,"no_precip",9.4,9.41,12.94,9.41,-9.27,-5.46,-7.43,-5.49,-8.05,0.67
19,3,2018,0,0,"no_precip",8.24,8.25,9.21,8.31,-8.69,-2.78,-5.71,-2.79,-4.22,0.58
20,3,2018,0.1397,0.0104,"rain",7.25,7.23,12.61,8.54,-3.97,1.46,-0.56,1.46,-0.68,0.76
21,3,2018,0.0265,0.0011,"rain",4.35,4.4,10.57,5.64,-0.78,4.14,1.5,4.14,-0.88,0.78
22,3,2018,0.5907,0.0682,"rain",6.2,6.2,10.37,6.41,-0.59,4.83,2.13,4.83,0.8,0.85
23,3,2018,0,0,"no_precip",6.66,6.6,11.66,7.16,0.29,4.65,2.15,4.65,2.21,0.8
24,3,2018,0,0,"no_precip",4.24,4.26,5.22,4.27,2.21,10.21,4.54,10.21,2.49,0.78
25,3,2018,0,0,"no_precip",3.9,3.88,5.25,3.88,2.49,4.95,3.66,4.95,1.22,0.85
26,3,2018,0,0,"no_precip",2.75,2.74,3.18,2.26,1.1,6.21,4.01,6.21,-0.88,0.84
27,3,2018,0.3826,0.0563,"rain",4.73,4.71,10.51,5.5,-0.88,6.35,2.65,6.25,3.81,0.87
28,3,2018,0.764,0.0912,"rain",4.81,4.82,8.03,5.06,-1.07,5.72,3.06,5.72,-0.49,0.87
29,3,2018,0.0984,0.0057,"rain",5.24,5.27,10.12,5.66,-0.06,6.81,3.09,6.81,1.41,0.78
30,3,2018,0.0773,0.0052,"rain",5.46,5.48,13.61,6.87,1.41,6.95,3.65,6.95,-0.46,0.84
31,3,2018,0,0,"no_precip",4.81,4.8,12.14,6.42,-0.46,7.21,3.38,7.21,2,0.79
1,4,2018,0.2788,0.0242,"rain",4.25,4.21,10.56,4.8,1.86,5.13,3.4,5.13,1.79,0.83
2,4,2018,0.2907,0.032,"rain",5.9,5.86,9.61,6.12,1.79,13.59,6.36,13.59,6.62,0.79
3,4,2018,0.5143,0.0808,"rain",6.07,6.05,10.18,6.71,6.17,14.91,10.22,14.91,3.84,0.82
4,4,2018,0.1547,0.0161,"rain",6.55,6.53,11.55,7.24,3.84,12.96,7.66,12.96,0.8,0.8
5,4,2018,0,0,"no_precip",6.3,6.28,10.65,6.5,0.44,6.4,3.86,6.4,-0.13,0.75
6,4,2018,0,0,"no_precip",6.4,6.35,9.84,6.71,-0.13,15.19,7.11,15.19,5.33,0.68
7,4,2018,0,0,"no_precip",4.77,4.76,9.71,5.04,5.33,19.29,11.81,19.29,7.79,0.7
8,4,2018,0.0238,0.001,"rain",3.03,3.08,4.91,3.19,6.09,11.1,8.88,11.1,4.68,0.89
9,4,2018,0.066,0.0091,"rain",4.13,4.13,5.25,4.13,4.63,6.71,5.48,6.07,5.56,0.93
10,4,2018,0.3788,0.0342,"rain",3.89,3.85,7.65,4.08,5.86,17.52,11.33,17.52,8.43,0.79
11,4,2018,0.0581,0.0024,"rain",2.69,2.7,4.43,3.07,5.87,12.93,9.77,12.93,5.87,0.85
12,4,2018,0,0,"no_precip",3.67,3.64,4.86,3.64,5.88,8.2,6.8,8.2,5.88,0.92
13,4,2018,0.2042,0.0103,"rain",3.02,3,4.37,3.03,6.43,11.09,7.83,11.09,3.98,0.89
14,4,2018,0.3276,0.025,"rain",2.42,2.42,4.18,2.55,3.98,12.43,8.21,12.43,7.67,0.85
15,4,2018,0.3536,0.0538,"rain",3.11,3.13,4.34,3.2,7.67,13.78,10.55,13.78,5.63,0.87
16,4,2018,0,0,"no_precip",4.6,4.54,7.96,4.85,5.63,12.53,9.62,12.53,5.71,0.81
17,4,2018,0,0,"no_precip",4.52,4.46,7.17,4.56,5.71,17.89,11.94,17.89,10.25,0.67
18,4,2018,0,0,"no_precip",3.54,3.56,4.9,3.65,10.25,20.9,15.5,20.9,12.52,0.65
19,4,2018,0,0,"no_precip",3.73,3.69,5.89,3.74,12.52,22.82,16.86,22.82,12.95,0.62
20,4,2018,0,0,"no_precip",2.95,2.93,5.49,2.93,10.38,18.63,15.07,18.63,8.05,0.71
21,4,2018,0,0,"no_precip",3.22,3.23,4.7,3.24,8.05,16.3,12.78,16.3,13.41,0.8
22,4,2018,0,0,"no_precip",4.97,5,9.9,5.48,13.35,20.34,15.77,20.34,7.15,0.72
23,4,2018,0,0,"no_precip",6.26,6.25,8.17,6.28,6.62,13.26,11.05,13.26,6.22,0.78
24,4,2018,0,0,"no_precip",6.73,6.72,10.86,6.9,6.22,14.36,10.75,14.36,10.1,0.82
25,4,2018,0,0,"no_precip",7.93,7.91,17.19,8.97,10.1,13.42,11.5,13.42,5.02,0.77
26,4,2018,0,0,"no_precip",7.72,7.65,11.61,8.39,5.02,13.19,8.95,13.19,3.77,0.71
27,4,2018,0.1352,0.0126,"rain",3.49,3.48,9.73,4.22,3.77,16.1,9.69,16.1,10.28,0.72
28,4,2018,0.0923,0.0109,"rain",5.03,4.91,10.29,5.44,7.34,13.07,10.85,13.07,6.16,0.84
29,4,2018,0.3594,0.0302,"rain",5.12,5.21,13.75,5.43,4.86,10.29,7.1,10.29,4.42,0.87
30,4,2018,0.737,0.2745,"rain",9.11,9.21,19.57,12.28,0.99,6.8,4.24,6.8,0.99,0.89
1,5,2018,0.2495,0.0202,"rain",6.38,6.41,15.12,8.21,1.4,11.96,6.52,11.96,1.65,0.66
2,5,2018,0.1601,0.0131,"rain",6.89,6.78,12.53,8.41,1.65,14.1,8.33,14.1,6.51,0.72
3,5,2018,0,0,"no_precip",3.02,3.02,4.64,3.14,6.51,12.31,9.71,12.31,5.38,0.73
4,5,2018,0,0,"no_precip",2.37,2.39,5,2.54,5.38,14.02,10.45,14.02,7.83,0.71
5,5,2018,0,0,"no_precip",4.42,4.41,6.91,4.44,7.83,16.07,12.57,16.07,10.53,0.73
6,5,2018,0,0,"no_precip",3.37,3.36,4.76,3.42,10.53,19.21,14.77,19.21,11.75,0.72
7,5,2018,0,0,"no_precip",3.17,3.13,4.78,3.16,11.75,21.99,16.59,21.99,11.13,0.68
8,5,2018,0,0,"no_precip",2.38,2.38,3.99,2.4,11.13,22.55,16.88,22.55,12.07,0.68
9,5,2018,0,0,"no_precip",3.78,3.77,9.58,4.42,12.06,16.09,13.73,16.09,7.33,0.8
10,5,2018,0,0,"no_precip",5,4.9,11.14,5.76,7.33,13.91,11.73,13.91,4.92,0.78
11,5,2018,0,0,"no_precip",3.15,3.11,4.76,3.19,4.92,18.86,12.55,18.86,11.83,0.66
12,5,2018,0.0457,0.0036,"rain",3.97,4.01,10.83,4.28,11.83,17.19,14.23,17.19,11.17,0.72
13,5,2018,0.2936,0.0241,"rain",4.71,4.72,12.17,5.32,11.16,13.24,12.04,13.24,11.08,0.84
14,5,2018,0,0,"no_precip",7.24,7.14,11.76,7.33,10.73,12.04,11.38,12.04,10.12,0.87
15,5,2018,0,0,"no_precip",5.16,5.17,10.29,6.26,10.12,13.83,11.42,13.83,10.82,0.89
16,5,2018,0,0,"no_precip",7.86,7.8,13.51,8.33,10.29,12.34,11.48,12.34,6.01,0.85
17,5,2018,0,0,"no_precip",7.29,7.32,8.84,7.33,6.01,11.56,9.14,11.56,6.03,0.72
18,5,2018,0,0,"no_precip",4.32,4.33,5.94,4.36,6.34,11.56,8.9,11.56,6.88,0.71
19,5,2018,0,0,"no_precip",3.13,3.1,4.47,3.1,6.88,11.08,9.22,11.04,6.69,0.78
20,5,2018,0.1746,0.1448,"no_precip",3.8,3.75,14.16,14.36,6.69,15.53,11.14,15.53,10.99,0.85
21,5,2018,0.5473,0,"no_precip",3.25,3.13,10.12,7.33,10.99,19.76,14.89,19.76,11.96,0.78
22,5,2018,0.0105,0.4885,"rain",3.99,4,10.99,9.24,11.96,17.41,14.98,17.41,11.67,0.79
23,5,2018,0.2089,0.0567,"rain",5.27,5.21,13.1,4.07,11.67,17.08,13.81,17.08,14.04,0.86
24,5,2018,0.2524,0.0302,"rain",3.75,3.66,5.93,7.84,14.04,21.33,16.81,21.33,12.65,0.8
25,5,2018,0.0083,0,"rain",2.65,2.64,10.73,5.47,12.65,16.12,14.16,16.12,12.63,0.91
26,5,2018,0.2042,0.0014,"rain",3.58,3.59,11.18,17.84,12.63,25.36,18.87,25.36,18.96,0.78
27,5,2018,1.0061,0,"rain",4.13,4.08,4.47,11.8,15.03,27.95,20.66,27.95,14.88,0.72
28,5,2018,0,0,"no_precip",3.49,3.48,4.68,3.83,14.96,20.37,17.82,20.37,14.91,0.79
29,5,2018,1.4574,0,"no_precip",4.13,4.19,10.72,7.2,14.65,19.13,16.82,19.13,14.01,0.87
30,5,2018,0.0041,0.7592,"rain",2.72,2.69,16.55,12.8,14.01,22.37,16.79,22.37,14.03,0.88
31,5,2018,0.9046,0.0866,"rain",2.78,2.76,5.26,6.03,14.03,22.58,17.37,22.58,12.97,0.87
1,6,2018,0.1239,0.0021,"rain",3.66,3.63,8.39,3.88,12.97,17.07,15.26,16.77,13.41,0.9
2,6,2018,0,0.0013,"rain",4.06,4.03,13.74,10.2,13.41,18.41,15.6,18.41,10.92,0.84
3,6,2018,0,0,"no_precip",2.83,2.85,21.01,18.49,10.92,20.42,15.82,20.42,13.36,0.82
4,6,2018,0.1163,0.3969,"rain",5.18,5.15,9.73,6.09,13.04,15.68,14.22,15.68,13.04,0.88
5,6,2018,0.0251,0.0027,"rain",6.33,6.3,19.35,9.7,12.03,15.12,14.01,15.12,12.03,0.84
6,6,2018,0.2006,0.0433,"rain",6.39,6.35,15.46,2.81,12.97,17.04,14.87,17.04,13.96,0.83
7,6,2018,0,0.3068,"rain",3.56,3.57,3.84,6.64,13.96,18.93,15.42,18.93,13.36,0.85
8,6,2018,0.032,0.0091,"rain",3.55,3.51,22.09,7.67,13.36,15.41,14.3,15.41,13.68,0.86
9,6,2018,0.0032,4e-04,"rain",4.48,4.45,9.64,8.17,14.01,16.45,14.98,16.45,13.95,0.86
10,6,2018,0,0.026,"rain",5.64,5.59,19.75,9.55,14.01,17.12,15.41,17.12,13.92,0.84
11,6,2018,0.0031,0.0392,"rain",6.09,6.07,10.72,3.24,13.92,19.41,16.41,19.41,15.01,0.8
12,6,2018,0.8387,0.1518,"rain",6.2,6.18,22.81,4.08,13.02,16.45,15.04,16.45,13.02,0.8
13,6,2018,0.1303,0.0052,"no_precip",4.17,4.06,23.16,5.79,12.77,17.42,14.73,16.77,10.04,0.69
14,6,2018,0.2042,0,"rain",5,4.91,22.59,13.4,10.04,17.45,14.4,17.43,10.28,0.78
15,6,2018,0.0098,0.009,"rain",3.06,2.97,8.6,7.04,10.28,19.42,15.44,19.42,11.04,0.77
16,6,2018,0.737,0,"rain",5.11,5.02,12.14,12.39,11.04,18.06,14.83,18.06,12.36,0.72
17,6,2018,0.2089,0.001,"rain",5.5,5.42,10.73,6.71,12.36,17.79,14.81,17.79,14.33,0.74
18,6,2018,0.4087,0.2103,"no_precip",6.02,6,9.65,12.9,14.33,18.19,16.04,18.11,13.41,0.77
19,6,2018,0.3134,0.1012,"rain",4.57,4.51,9.21,9.03,13.41,18.86,16.84,18.77,14.28,0.82
20,6,2018,0.1294,0.0012,"rain",4.61,4.56,5.23,15,14.28,21.79,17.65,21.77,13.41,0.8
21,6,2018,0.4042,0.0229,"no_precip",7.41,7.31,10.86,13.4,12.68,16.13,14.75,15.45,10.78,0.64
22,6,2018,0.0335,0.2764,"rain",5.46,5.51,4.02,13.4,10.78,16.05,13.55,16.05,4.54,0.64
23,6,2018,0.2575,0.1448,"rain",2.88,2.89,6.32,8.17,4.54,19.23,13.45,19.23,11.3,0.68
24,6,2018,0.1142,0,"rain",4.33,4.18,13.63,18.33,11.3,17.06,14.81,17.06,13.26,0.7
25,6,2018,0.0282,0.0168,"rain",3.31,3.29,11.68,3.28,13.26,20.49,16.44,20.49,12.22,0.73
26,6,2018,2.6489,0,"rain",5.17,5.13,20.69,7.8,12.22,18.47,15.84,18.47,13.64,0.78
27,6,2018,0,0.311,"snow",5.97,6.01,10.77,12.99,13.64,18.46,16.35,18.46,15.97,0.79
28,6,2018,0.115,0.2672,"no_precip",5.93,6.05,5.93,12.9,16.05,24.07,19.3,24.07,16.05,0.75
29,6,2018,0.2105,0.4885,"rain",7.21,7.23,4.86,13.4,15.04,19.46,17.8,19.46,14.97,0.79
30,6,2018,0.003,0.0051,"rain",5.75,5.76,10.99,18,14.97,23.44,19.13,23.44,16.22,0.74
1,7,2018,0.018,0.0028,"rain",4.48,4.47,7.31,7.11,16.22,30.43,23.34,30.43,14.94,0.44
2,7,2018,0,0.2171,"rain",6.16,6.16,9.88,13.77,14.94,26.07,20.66,26.07,15.96,0.5
3,7,2018,0,0.2422,"rain",7.48,7.45,6.38,4.21,15.96,21.54,18.87,21.54,16.41,0.65
4,7,2018,0.789,0.0163,"no_precip",4.81,4.79,4.34,14.84,16.04,20.48,18.3,20.48,12.33,0.76
5,7,2018,0.0083,0.0108,"rain",2.59,2.51,4.37,12.86,12.33,22.41,17.95,22.41,12.76,0.7
6,7,2018,0.3028,0.1449,"no_precip",2.55,2.56,14.49,4.92,12.76,24.06,18.97,24.06,13,0.76
7,7,2018,0.5907,0,"no_precip",2.38,2.41,19.42,5.89,13,26.05,20.33,26.05,16.6,0.68
8,7,2018,0.0026,0.001,"rain",4.1,4.05,8.26,14.84,16.6,24.52,20.38,24.52,16.9,0.61
9,7,2018,0.3328,0.0673,"no_precip",4.7,4.74,13.74,2.89,16.9,21.06,18.67,21.06,14.04,0.74
10,7,2018,0,0.0012,"rain",6.9,6.9,19.67,3.16,14.04,16.45,15.76,16.45,15.97,0.7
11,7,2018,0,0.0011,"rain",5.64,5.65,3.84,12.34,15.97,20.04,17.18,20.04,15.68,0.77
12,7,2018,0.5255,0.365,"rain",4.19,4.18,4.64,9.59,15.68,18.12,16.62,18.12,15.65,0.79
13,7,2018,0.5375,0.0012,"no_precip",4.11,4.09,10.65,5.76,15.65,19.82,17.41,19.82,11.77,0.76
14,7,2018,0.0083,0.0028,"no_precip",4.34,4.18,12.84,4.82,11.77,22.11,18.24,22.11,13.66,0.74
15,7,2018,0.549,0.0107,"rain",3.32,3.27,9.15,4.99,13.66,26.47,20.86,26.47,15.04,0.61
16,7,2018,0.3412,0.0161,"rain",2.48,2.47,10.57,7.36,15.04,26.05,21.09,26.05,13.41,0.62
17,7,2018,0.0778,0,"rain",5.67,5.52,9.65,15.35,13.41,21.77,18.27,21.77,10.77,0.67
18,7,2018,0.9169,0.0465,"rain",3.32,3.25,16.61,11.26,10.77,21.42,17.16,21.42,11.04,0.73
19,7,2018,0.1024,6e-04,"snow",3.34,3.3,4.7,2.4,11.04,23.45,18.67,23.45,13.42,0.66
20,7,2018,0.0314,3e-04,"rain",2.45,2.56,13.65,3.03,13.42,22.5,18.53,22.5,17.01,0.7
21,7,2018,0.0507,0.3224,"rain",3.33,3.29,13.65,10.85,15.43,22.43,19.58,22.43,12.35,0.67
22,7,2018,0.0129,0.0322,"rain",3.46,3.39,11.28,6.86,12.35,24.13,18.99,24.13,15.18,0.74
23,7,2018,0.3969,0,"rain",3.17,3.12,15.32,4.45,15.18,25.21,21.25,25.21,14.97,0.67
24,7,2018,0.1772,5e-04,"rain",1.92,2.07,11.66,8.11,14.97,26.43,20.75,26.43,17.02,0.68
25,7,2018,0.1601,0,"rain",3.49,3.25,12.84,8.21,17.02,27.63,23.08,27.63,19.22,0.66
26,7,2018,0.0238,0.4098,"rain",3.45,3.44,9.88,6.07,19.22,31.91,26.08,31.91,20.73,0.64
27,7,2018,0.0041,0.2526,"no_precip",4.18,4.23,16.55,15.13,20.25,33.66,25,33.66,18.14,0.64
28,7,2018,0.1303,0.0018,"no_precip",6.05,5.91,11.62,12.86,15.43,21.69,19.62,21.69,14.99,0.68
29,7,2018,0.0049,0.5377,"rain",4.86,4.79,10.65,12.39,14.99,21.51,18.64,21.2,19.45,0.69
30,7,2018,0.0342,0.177,"rain",4.19,4.1,9.02,12.9,17.83,26.21,21.33,26.21,17.06,0.74
31,7,2018,0,0,"rain",4,3.88,16.61,8.07,15.81,22.11,19.42,22.11,14.35,0.75
1,8,2018,0.0238,0.0016,"rain",2.64,2.6,11.85,13.92,14.35,22.06,18.28,22.06,13.28,0.7
2,8,2018,0.0152,0.0229,"rain",2.41,2.35,5.25,10.86,13.28,24.44,19.21,24.44,14.1,0.67
3,8,2018,0.4583,0.0018,"rain",2.53,2.43,6.48,3.44,14.1,26.46,20.94,26.46,19.38,0.63
4,8,2018,1.6761,0.0147,"no_precip",4.84,4.79,9.84,5.76,18.05,24.26,21.01,24.26,17.26,0.78
5,8,2018,0.4786,0.0682,"rain",5.56,5.51,15.76,6.23,17.26,23.68,20.74,23.68,14.02,0.69
6,8,2018,0.0021,0.0085,"rain",3.26,3.22,12.37,7.84,14.02,26.48,21.45,26.48,15.23,0.64
7,8,2018,0.0438,0.0621,"rain",2.97,3.02,11,12.9,15.23,33.9,23.11,33.9,18.55,0.61
8,8,2018,0,0.0113,"rain",5.7,5.59,19.75,8.17,15.66,21.68,19.64,21.68,13.81,0.68
9,8,2018,0.3798,0.0072,"rain",4.97,4.91,13.19,14.84,13.81,21.36,16.58,21.36,11.99,0.79
10,8,2018,0.2392,0.0483,"rain",6.44,6.37,10.6,14.4,11.99,20.7,15.28,20.7,10.65,0.75
11,8,2018,0.1239,2e-04,"rain",3.62,3.61,10.38,16.78,10.65,19.05,15.86,19.05,15.02,0.68
12,8,2018,1.1101,0,"rain",4.28,4.17,11.68,13.4,15.43,26.07,19.99,26.07,16.11,0.6
13,8,2018,2.2615,5e-04,"rain",5.28,5.21,9.65,7.04,16.11,21.11,18.5,21.11,17.72,0.83
14,8,2018,0.0604,0.1012,"rain",5.52,5.46,9.16,6.63,16.04,20.52,18.73,20.52,16.04,0.78
15,8,2018,0.1332,0.0021,"rain",4.67,4.6,10.83,12.93,15.43,20.81,17.95,20.81,13.43,0.8
16,8,2018,0.2364,0.0284,"rain",4.69,4.65,5.74,11.8,13.43,22.45,17.95,22.45,15.96,0.79
17,8,2018,0.0152,0.0187,"rain",4.39,4.32,9.21,17.81,14.04,20.09,17.94,20.09,13.02,0.67
18,8,2018,1.5686,0.0485,"rain",4.31,4.29,10.33,3.16,13.02,20.5,16.61,20.5,15.33,0.78
19,8,2018,0.0567,0.001,"rain",5.79,5.74,8.56,6.47,15.33,23.04,18.47,23.04,18.2,0.78
20,8,2018,0.2725,0.0858,"rain",2.54,2.55,7.21,17.46,18.2,21.87,19.67,21.87,16.21,0.81
21,8,2018,0.0043,0.1197,"rain",2.45,2.4,6.32,5.64,16.21,22.97,19.15,22.97,14.28,0.82
22,8,2018,0.0259,0.152,"no_precip",3.41,3.37,9.58,14.06,14.28,21.86,17.99,21.86,14.42,0.8
23,8,2018,0.0767,0.0098,"rain",4.97,4.92,6.62,9.7,14.42,22.28,18.4,22.28,14.92,0.79
24,8,2018,0.5279,0.019,"rain",7.19,7.15,10.12,2.04,13.27,18.69,16.49,18.69,11.92,0.62
25,8,2018,0.8944,0.2802,"rain",6.4,6.28,16.27,14.4,11.92,17.13,14.21,17.13,7.63,0.68
26,8,2018,0.0362,0,"no_precip",4.56,4.56,10.12,14.49,7.63,17.06,12.78,17.06,14.04,0.77
27,8,2018,0.2495,0.3849,"rain",6.68,6.62,12.81,12.39,15.43,19.05,17.11,19.05,15.01,0.76
28,8,2018,0,0.2006,"rain",2.46,2.47,17.39,5.06,14.04,20.44,17.03,20.44,11.63,0.75
29,8,2018,0.0021,0.0066,"no_precip",3.18,3.21,17.13,9.44,11.63,16.78,14.59,16.78,15.03,0.86
30,8,2018,0.0137,0.0284,"rain",3.99,4.02,22.81,11.46,14.66,18.82,16.62,18.82,11.96,0.66
31,8,2018,0.097,0.141,"no_precip",2.39,2.36,11.66,10.02,11.96,18.5,15.1,18.5,7.29,0.7
1,9,2018,0.0204,0.0168,"no_precip",2.14,2.17,13.97,7.08,7.29,19.49,13.9,19.49,7.9,0.73
2,9,2018,0.2392,0.0615,"rain",4.35,4.34,8.05,4.09,7.9,20.48,15.67,20.48,13.63,0.76
3,9,2018,1.1101,0,"rain",4.31,4.28,10.23,4.11,13.63,20.5,17.35,20.5,18.04,0.75
